,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
100,"frozenset({' Toothpaste', ' Popcorn Salt'})",frozenset({' Eggs'}),0.02645113886847906,0.12270389419544453,0.02204261572373255,0.8333333333333334,6.791417165668663,0.018796957978665686,5.263776634827334
147,"frozenset({' Eggs', ' Toothpaste', ' Potato Chips'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.022777369581190303,0.8378378378378379,7.6530019952838755,0.019801103588416913,5.49155033063924
252,"frozenset({' Ramen Noodles', ' Potato Chips'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.0213078618662748,0.7837837837837839,7.159259931072013,0.01833159587350141,4.118662747979429
110,"frozenset({' White Bread', ' Salsa Dip'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.020573108008817047,0.7567567567567568,6.912388898966081,0.017596842016043657,3.6610335537594914
179,"frozenset({' Tomatoes', ' 98pct. Fat Free Hamburger'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.020573108008817047,0.7567567567567568,6.357691024357691,0.017337167801909064,3.621765042044249
251,"frozenset({' Ramen Noodles', ' Potato Chips'})",frozenset({' Eggs'}),0.02718589272593681,0.12270389419544453,0.02204261572373255,0.8108108108108109,6.607865350380321,0.018706800819080497,4.637136559252651
253,"frozenset({' Ramen Noodles', ' Potato Chips'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.0213078618662748,0.7837837837837839,6.5847514180847515,0.018071921659366816,4.074485672299781
168,"frozenset({' Toothpaste', ' Onions', ' White Bread'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.020573108008817047,0.7567567567567568,6.912388898966081,0.017596842016043657,3.6610335537594914
302,"frozenset({' White Bread', ' Wheat Bread', ' Potato Chips'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.02204261572373255,0.8108108108108109,7.406130963177944,0.01906634973095916,4.707043140547918
300,"frozenset({' White Bread', ' Wheat Bread', ' Potato Chips'})",frozenset({' Eggs'}),0.02718589272593681,0.12270389419544453,0.0213078618662748,0.7837837837837839,6.387603172034311,0.017972046961622745,4.0574944893460705
144,"frozenset({' Eggs', ' Toothpaste', ' Potato Chips'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.0213078618662748,0.7837837837837839,6.5847514180847515,0.018071921659366816,4.074485672299781
107,"frozenset({' White Bread', ' Salsa Dip'})",frozenset({' Eggs'}),0.02718589272593681,0.12270389419544453,0.022777369581190303,0.8378378378378379,6.828127528726331,0.01944155467653825,5.409992652461429
86,"frozenset({' Eggs', ' 2pct. Milk', ' Hot Dogs'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.02204261572373255,0.8108108108108109,6.811811811811812,0.018806675516824568,4.656555054056892
0,"frozenset({' Plums', ' Potato Chips'})",frozenset({' Eggs'}),0.02718589272593681,0.12270389419544453,0.020573108008817047,0.7567567567567568,6.167340993688299,0.017237293104164993,3.6066617683076174
51,"frozenset({' Onions', ' White Bread', ' Potato Chips'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.0213078618662748,0.7837837837837839,7.159259931072013,0.01833159587350141,4.118662747979429
20,"frozenset({' Eggs', ' 2pct. Milk', ' 98pct. Fat Free Hamburger'})",frozenset({' Potato Chips'}),0.02718589272593681,0.09772226304188097,0.022777369581190303,0.8378378378378379,8.573663889453364,0.020120702621197948,5.56404604457507
22,"frozenset({' 2pct. Milk', ' Potato Chips', ' 98pct. Fat Free Hamburger'})",frozenset({' Eggs'}),0.02718589272593681,0.12270389419544453,0.022777369581190303,0.8378378378378379,6.828127528726331,0.01944155467653825,5.409992652461429
23,"frozenset({' Eggs', ' 2pct. Milk', ' 98pct. Fat Free Hamburger'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.0213078618662748,0.7837837837837839,6.5847514180847515,0.018071921659366816,4.074485672299781
27,"frozenset({' 2pct. Milk', ' Potato Chips', ' 98pct. Fat Free Hamburger'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.020573108008817047,0.7567567567567568,6.357691024357691,0.017337167801909064,3.621765042044249
335,"frozenset({' Toothpaste', ' Bananas'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.02351212343864805,0.8648648648648648,7.265932599265931,0.020276183231740068,6.519177075679644
76,"frozenset({' Sugar Cookies', ' Potato Chips'})",frozenset({' Eggs'}),0.02718589272593681,0.12270389419544453,0.022777369581190303,0.8378378378378379,6.828127528726331,0.01944155467653825,5.409992652461429
77,"frozenset({' Sugar Cookies', ' Potato Chips'})",frozenset({' White Bread'}),0.02718589272593681,0.11903012490815577,0.02204261572373255,0.8108108108108109,6.811811811811812,0.018806675516824568,4.656555054056892
69,"frozenset({' Eggs', ' Sugar Cookies', ' White Bread'})",frozenset({' Tomatoes'}),0.02718589272593681,0.06612784717119764,0.0213078618662748,0.7837837837837839,11.852552552552556,0.019510117306881476,4.319158706833213
41,"frozenset({' Eggs', ' Onions', ' White Bread'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.0213078618662748,0.7837837837837839,7.159259931072013,0.01833159587350141,4.118662747979429
79,"frozenset({' Sugar Cookies', ' Potato Chips'})",frozenset({' 2pct. Milk'}),0.02718589272593681,0.10947832476120499,0.020573108008817047,0.7567567567567568,6.912388898966081,0.017596842016043657,3.6610335537594914
123,"frozenset({' 2pct. Milk', ' White Bread', ' Sweet Relish'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.0213078618662748,0.7631578947368421,6.219508351717618,0.017881889802037552,3.7041391133970123
57,"frozenset({' Hamburger Buns', ' Potato Chips'})",frozenset({' 98pct. Fat Free Hamburger'}),0.027920646583394562,0.09331373989713446,0.0213078618662748,0.7631578947368421,8.178408619975135,0.018702481913232104,3.8282308759898775
230,"frozenset({' Cola', ' Sweet Relish'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.020573108008817047,0.736842105263158,6.005042546485976,0.0171471359445798,3.3337252020573116
46,"frozenset({' Eggs', ' 2pct. Milk', ' Onions'})",frozenset({' Potato Chips'}),0.027920646583394562,0.09772226304188097,0.0213078618662748,0.7631578947368421,7.809457855164227,0.01857939309655292,3.8096171116009474
134,"frozenset({' Toothpaste', ' White Bread', ' Sweet Relish'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.020573108008817047,0.736842105263158,6.005042546485976,0.0171471359445798,3.3337252020573116
139,"frozenset({' Toothpaste', ' White Bread', ' Sweet Relish'})",frozenset({' 2pct. Milk'}),0.027920646583394562,0.10947832476120499,0.0213078618662748,0.7631578947368421,6.970858353938539,0.0182511562520751,3.759980406563802
140,"frozenset({' 2pct. Milk', ' White Bread', ' Sweet Relish'})",frozenset({' Toothpaste'}),0.027920646583394562,0.07935341660543718,0.0213078618662748,0.7631578947368421,9.617202729044834,0.019092263166049513,3.887174463221488
38,"frozenset({' Wheat Bread', ' Toilet Paper'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.02204261572373255,0.7894736842105264,6.632553606237818,0.018719217673394625,4.184606906686263
289,"frozenset({' Eggs', ' 2pct. Milk', ' Onions'})",frozenset({' Wheat Bread'}),0.027920646583394562,0.07714915503306392,0.0213078618662748,0.7631578947368421,9.891979949874687,0.019153807574389108,3.896481345415953
283,"frozenset({' Toothpaste', ' 2pct. Milk', ' Wheat Bread'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.02204261572373255,0.7894736842105264,6.632553606237818,0.018719217673394625,4.184606906686263
231,"frozenset({' Cola', ' Sweet Relish'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.020573108008817047,0.736842105263158,6.190383365821963,0.01724970995847912,3.347685525349009
232,"frozenset({' Cola', ' Sweet Relish'})",frozenset({' Toothpaste'}),0.027920646583394562,0.07935341660543718,0.0213078618662748,0.7631578947368421,9.617202729044834,0.019092263166049513,3.887174463221488
40,"frozenset({' Eggs', ' 2pct. Milk', ' Onions'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.0213078618662748,0.7631578947368421,6.411468486029889,0.017984463815936873,3.7196505837211205
67,"frozenset({' Sugar Cookies', ' Tomatoes'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.02351212343864805,0.8421052631578947,7.07472384665367,0.020188725388310125,5.579475875581679
286,"frozenset({' Toothpaste', ' 2pct. Milk', ' Wheat Bread'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.0213078618662748,0.7631578947368421,6.219508351717618,0.017881889802037552,3.7041391133970123
68,"frozenset({' Sugar Cookies', ' Tomatoes'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.02351212343864805,0.8421052631578947,6.862905767412543,0.020086151374410804,5.556208670095516
3,"frozenset({' Pancake Mix', ' 2pct. Milk'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.0213078618662748,0.7631578947368421,6.411468486029889,0.017984463815936873,3.7196505837211205
75,"frozenset({' Toothpaste', ' Sugar Cookies'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.022777369581190303,0.8157894736842106,6.648439962180902,0.019351397516953056,4.762464574367589
4,"frozenset({' Pancake Mix', ' 2pct. Milk'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.020573108008817047,0.736842105263158,6.005042546485976,0.0171471359445798,3.3337252020573116
74,"frozenset({' Toothpaste', ' Sugar Cookies'})",frozenset({' White Bread'}),0.027920646583394562,0.11903012490815577,0.024246877296105803,0.8684210526315789,7.295808966861597,0.020923479245767877,6.695371050698012
88,"frozenset({' 2pct. Milk', ' White Bread', ' Hot Dogs'})",frozenset({' Eggs'}),0.027920646583394562,0.12270389419544453,0.02204261572373255,0.7894736842105264,6.43397415694926,0.018616643659495304,4.167156502571641
73,"frozenset({' Sugar Cookies', ' Tomatoes'})","frozenset({' Eggs', ' White Bread'})",0.027920646583394562,0.055106539309331376,0.0213078618662748,0.7631578947368421,13.848771929824562,0.01976925165778502,3.9895501673606013
325,"frozenset({' Bologna', ' Potato Chips'})",frozenset({' Eggs'}),0.028655400440852314,0.12270389419544453,0.020573108008817047,0.717948717948718,5.851067096576078,0.01705697878499461,3.1104134660343328
93,"frozenset({' Popcorn Salt', ' 98pct. Fat Free Hamburger'})",frozenset({' Eggs'}),0.028655400440852314,0.12270389419544453,0.020573108008817047,0.717948717948718,5.851067096576078,0.01705697878499461,3.1104134660343328
92,"frozenset({' Popcorn Salt', ' 98pct. Fat Free Hamburger'})",frozenset({' White Bread'}),0.028655400440852314,0.11903012490815577,0.020573108008817047,0.717948717948718,6.031655587211143,0.017162252115049174,3.123438648052902
148,"frozenset({' Toothpaste', ' 2pct. Milk', ' Potato Chips'})",frozenset({' Eggs'}),0.028655400440852314,0.12270389419544453,0.022777369581190303,0.7948717948717949,6.477967142637802,0.019261240357367867,4.276818515797209
150,"frozenset({' Toothpaste', ' 2pct. Milk', ' Potato Chips'})",frozenset({' White Bread'}),0.028655400440852314,0.11903012490815577,0.024981631153563555,0.8717948717948718,7.324153213042102,0.021570775259795682,6.871565025716386
190,"frozenset({' Onions', ' Tomatoes'})",frozenset({' White Bread'}),0.028655400440852314,0.11903012490815577,0.020573108008817047,0.717948717948718,6.031655587211143,0.017162252115049174,3.123438648052902
189,"frozenset({' Wheat Bread', ' Tomatoes'})",frozenset({' Eggs'}),0.028655400440852314,0.12270389419544453,0.0213078618662748,0.7435897435897436,6.060033778596653,0.017791732642452363,3.4214548126377666
188,"frozenset({' Wheat Bread', ' Tomatoes'})",frozenset({' White Bread'}),0.028655400440852314,0.11903012490815577,0.02204261572373255,0.7692307692307693,6.462488129154796,0.018631759829964678,3.8175361253979925
187,"frozenset({' Wheat Bread', ' Tomatoes'})",frozenset({' 2pct. Milk'}),0.028655400440852314,0.10947832476120499,0.022777369581190303,0.7948717948717949,7.260540354500087,0.019640224345564297,4.341293166789127
267,"frozenset({' 2pct. Milk', ' Garlic'})",frozenset({' White Bread'}),0.028655400440852314,0.11903012490815577,0.02204261572373255,0.7692307692307693,6.462488129154796,0.018631759829964678,3.8175361253979925
291,"frozenset({' 2pct. Milk', ' Onions', ' Wheat Bread'})",frozenset({' Eggs'}),0.028655400440852314,0.12270389419544453,0.0213078618662748,0.7435897435897436,6.060033778596653,0.017791732642452363,3.4214548126377666
350,"frozenset({' Potato Chips', ' Raisins'})",frozenset({' 2pct. Milk'}),0.028655400440852314,0.10947832476120499,0.02204261572373255,0.7692307692307693,7.026329375322665,0.018905470488106545,3.8589272593681123
263,"frozenset({' Eggs', ' Hot Dog Buns'})",frozenset({' 2pct. Milk'}),0.028655400440852314,0.10947832476120499,0.0213078618662748,0.7435897435897436,6.792118396145242,0.018170716630648794,3.4730345334313006
